ip_origem,tentativas_total,falhas,usuarios_distintos,intervalo_medio_seg,fracao_noturna,usuarios_inexistentes,sucesso_apos_falhas,portas_distintas,label
10.81.104.200,4,0,1,2590.1,0.094,0,0,1,benigno
10.101.36.246,195,174,31,1.5,0.461,10,0,1,brute_force
10.119.70.7,194,187,30,11.3,0.649,10,0,1,brute_force
10.49.78.152,4,1,1,8231.9,0.089,0,0,2,benigno
10.126.201.232,14,11,6,3081.0,0.359,1,1,1,brute_force
10.195.208.104,211,183,29,4.4,0.821,11,0,2,brute_force
10.211.163.247,2,0,1,1508.7,0.234,0,0,2,benigno
10.143.100.182,5,2,2,5900.2,0.531,0,1,2,benigno
10.176.118.96,4,0,2,2130.2,0.274,0,0,1,benigno
10.9.56.104,14,1,2,2861.7,0.114,0,0,1,benigno
10.227.246.138,8,0,2,1547.0,0.057,0,1,2,benigno
10.29.28.103,190,171,31,0.6,0.844,12,0,1,brute_force
10.14.60.78,8,2,1,5731.8,0.092,0,0,2,benigno
10.208.164.248,197,177,37,5.5,0.713,18,0,3,brute_force
10.48.251.146,10,0,1,1646.7,0.216,0,0,1,benigno
10.18.228.86,14,0,1,4327.9,0.21,0,1,1,benigno
10.144.129.174,10,1,1,4846.7,0.089,0,0,1,benigno
10.241.145.130,3,1,1,2951.7,0.134,0,0,2,benigno
10.137.68.182,7,1,1,6131.2,0.014,0,1,2,benigno
10.96.210.163,211,191,25,1.6,0.398,10,0,1,brute_force
10.162.3.47,5,1,2,956.0,0.29,0,1,2,benigno
10.87.173.20,5,1,1,530.6,0.343,0,1,1,benigno
10.62.78.59,7,0,1,7119.2,0.095,0,1,1,benigno
10.205.108.98,10,0,2,2406.4,0.212,0,0,2,benigno
10.186.143.196,7,0,3,3454.3,0.086,0,0,1,benigno
10.209.71.141,215,186,34,4.7,0.457,10,0,1,brute_force
10.158.187.103,18,1,3,2811.5,0.814,0,0,1,benigno
10.165.220.189,12,0,3,5952.6,0.9,0,0,1,benigno
10.77.190.23,7,1,2,1873.3,0.188,0,0,1,benigno
10.90.135.251,11,7,3,4923.1,0.018,0,1,1,benigno
10.53.71.108,8,0,2,4578.4,0.092,0,0,1,benigno
10.88.63.6,6,0,2,2794.2,0.041,0,0,1,benigno
10.93.132.217,10,1,1,4740.4,0.239,0,0,1,benigno
10.132.123.240,210,181,33,1.1,0.467,17,0,1,brute_force
10.113.143.76,3,2,1,7105.8,0.203,0,1,1,benigno
10.159.117.36,3,0,1,1470.5,0.126,0,1,1,benigno
10.219.153.87,4,1,1,3215.9,0.13,0,0,1,benigno
10.55.76.155,12,0,1,3193.2,0.115,0,0,1,benigno
10.245.192.94,3,0,1,4817.4,0.236,0,1,1,benigno
10.89.11.171,200,189,32,1.5,0.923,16,0,1,brute_force
10.193.149.192,5,2,1,12455.9,0.149,0,0,1,benigno
10.64.149.226,9,1,2,7250.9,0.041,0,0,2,benigno
10.167.49.160,7,1,1,2897.6,0.328,1,1,1,benigno
10.209.16.123,7,0,1,4020.0,0.426,0,0,1,benigno
10.28.124.111,10,0,1,2825.4,0.044,0,0,2,benigno
10.94.115.215,9,1,2,3068.7,0.147,0,1,1,benigno
10.221.53.82,11,1,1,2347.5,0.03,0,0,1,benigno
10.0.117.87,7,0,1,2742.8,0.083,0,0,2,benigno
10.224.95.67,7,1,2,3014.4,0.082,0,1,1,benigno
10.43.207.229,7,0,1,4296.7,0.002,0,1,1,benigno
10.89.162.237,6,1,2,1418.8,0.254,1,0,1,benigno
10.144.7.198,9,0,3,1748.2,0.039,0,1,1,benigno
10.99.169.95,11,1,1,1138.8,0.013,0,0,1,benigno
10.246.69.249,191,182,34,4.4,0.625,14,0,1,brute_force
10.200.109.155,7,1,1,2790.2,0.101,0,0,1,benigno
10.170.56.214,133,0,1,422.1,0.022,0,1,1,benigno
10.101.65.181,10,1,3,3706.9,0.37,0,0,1,benigno
10.92.227.157,12,0,3,1854.9,0.552,0,0,1,benigno
10.40.28.23,5,1,1,3629.3,0.186,0,1,1,benigno
10.50.204.96,11,2,2,3364.1,0.292,0,0,1,benigno
10.34.210.70,8,1,1,2501.7,0.309,1,1,2,benigno
10.98.9.211,5,0,1,2379.8,0.067,0,0,2,benigno
10.174.85.71,11,0,1,2795.4,0.092,0,0,1,benigno
10.251.26.184,6,1,1,3744.7,0.059,0,0,1,benigno
10.147.123.61,10,9,7,5104.5,0.574,1,1,1,brute_force
10.251.185.80,214,188,31,1.1,0.823,14,0,2,brute_force
10.196.12.247,12,1,2,2727.7,0.057,0,1,1,benigno
10.180.71.202,10,2,1,3048.6,0.033,0,1,1,benigno
10.63.119.83,13,0,1,3875.2,0.076,0,0,1,benigno
10.153.134.73,9,1,2,1544.7,0.29,0,0,2,benigno
10.109.100.107,5,1,2,5904.3,0.05,0,0,1,benigno
10.187.63.180,5,2,2,1337.1,0.151,0,1,1,benigno
10.135.162.49,5,1,1,611.2,0.079,0,0,1,benigno
10.133.20.2,6,0,2,4189.2,0.051,0,0,1,benigno
10.178.215.147,10,2,2,3265.0,0.164,0,0,1,benigno
10.65.35.203,4,2,2,4022.2,0.193,0,0,1,benigno
10.62.208.247,9,0,1,9120.5,0.365,0,1,2,benigno
10.120.120.211,9,0,2,4189.8,0.584,0,0,1,benigno
10.65.170.69,6,0,1,3995.6,0.201,0,1,1,benigno
10.91.57.92,5,0,1,3216.4,0.185,0,0,1,benigno
10.235.133.87,10,7,4,2529.5,0.357,1,1,2,brute_force
10.199.218.194,4,1,1,1503.7,0.282,0,1,1,benigno
10.8.103.196,212,195,28,4.5,0.601,14,1,1,brute_force
10.116.84.218,6,0,1,3237.2,0.08,0,1,1,benigno
10.50.71.204,200,195,29,4.9,0.738,9,0,2,brute_force
10.200.89.83,3,1,3,1310.3,0.086,0,0,1,benigno
10.122.3.161,2,0,2,3947.1,0.499,0,1,1,benigno
10.7.137.243,177,1,1,725.8,0.223,1,0,1,benigno
10.219.110.3,11,1,1,2999.0,0.374,0,0,1,benigno
10.216.96.114,146,1,1,471.9,0.251,0,0,2,benigno
10.23.198.31,6,0,2,3923.7,0.144,0,0,1,benigno
10.95.41.100,4,0,1,4218.1,0.503,0,0,1,benigno
10.181.46.151,15,13,7,3722.5,0.786,1,0,1,brute_force
10.78.192.137,12,8,2,1853.2,0.684,1,0,1,brute_force
10.79.72.211,8,1,3,5683.4,0.274,0,1,1,benigno
10.224.58.91,9,1,2,4302.4,0.003,0,0,2,benigno
10.231.103.108,10,0,2,2749.9,0.049,0,0,1,benigno
10.135.133.185,6,2,2,4658.4,0.133,0,0,1,benigno
10.129.36.141,9,0,3,3124.9,0.202,0,0,2,benigno
10.164.81.141,198,187,22,1.1,0.507,13,0,2,brute_force
10.104.116.31,7,1,1,2021.7,0.086,0,0,1,benigno
10.27.179.152,4,1,2,7309.1,0.15,0,1,1,benigno
10.101.24.169,6,0,3,3623.3,0.375,0,1,1,benigno
10.30.96.218,10,0,1,5170.1,0.117,0,0,1,benigno
10.34.14.146,8,1,3,4101.2,0.161,0,1,1,benigno
10.38.107.168,3,2,1,2803.8,0.21,0,1,1,benigno
10.186.36.33,9,0,1,2526.3,0.393,0,1,1,benigno
10.192.247.107,7,1,2,2963.1,0.277,0,0,2,benigno
10.231.215.239,6,0,3,2863.1,0.137,1,1,1,benigno
10.92.10.250,3,0,2,4959.6,0.03,0,1,1,benigno
10.101.246.238,9,2,2,7978.5,0.058,0,0,2,benigno
10.209.44.19,5,0,1,4093.4,0.059,0,1,1,benigno
10.59.246.163,6,1,3,3627.1,0.164,0,0,1,benigno
10.33.64.251,10,1,3,1729.2,0.071,0,0,1,benigno
10.160.172.247,8,0,1,2072.0,0.224,0,1,1,benigno
10.85.52.27,8,2,2,2248.3,0.214,0,0,1,benigno
10.55.177.226,8,0,2,4861.5,0.021,0,0,2,benigno
10.86.60.156,8,0,2,4890.9,0.082,0,0,1,benigno
10.13.96.151,5,0,2,1768.8,0.033,0,1,1,benigno
10.212.24.68,8,2,3,2740.7,0.317,0,0,1,benigno
10.80.251.118,7,0,2,4885.4,0.322,0,1,2,benigno
10.128.249.118,18,0,1,4664.6,0.906,0,0,1,benigno
10.172.131.24,7,0,1,2149.4,0.16,0,0,1,benigno
10.82.60.169,9,0,1,2164.2,0.057,0,0,1,benigno
10.2.2.222,10,0,1,3454.9,0.161,0,0,1,benigno
10.223.91.8,160,2,1,611.9,0.131,1,0,2,benigno
10.190.56.111,13,2,1,826.6,0.848,0,0,1,benigno
10.84.84.157,201,189,21,2.5,0.398,16,0,1,brute_force
10.130.217.125,11,0,1,5575.3,0.061,0,1,2,benigno
10.60.176.78,151,0,1,544.6,0.153,0,1,1,benigno
10.100.161.151,7,6,2,1217.6,0.101,0,0,1,benigno
10.104.196.120,5,2,3,6911.2,0.137,0,0,1,benigno
10.43.171.14,6,0,1,7193.7,0.333,0,0,1,benigno
10.106.114.84,4,0,2,2297.5,0.148,0,0,1,benigno
10.103.201.46,5,0,3,1839.8,0.081,0,1,1,benigno
10.37.95.100,208,204,26,3.2,0.591,11,1,1,brute_force
10.165.221.154,193,170,31,1.0,0.605,15,0,1,brute_force
10.145.220.23,8,0,2,8969.1,0.116,0,0,2,benigno
10.169.100.44,5,0,3,2125.8,0.024,0,1,2,benigno
10.64.57.28,6,1,1,3350.0,0.346,0,0,2,benigno
10.175.97.248,3,1,2,3085.8,0.514,0,1,1,benigno
10.130.147.22,10,0,1,1734.4,0.226,0,1,1,benigno
10.90.1.19,182,165,34,3.4,0.752,5,0,3,brute_force
10.224.32.197,7,1,2,4232.0,0.018,0,0,1,benigno
10.208.89.120,21,0,1,6121.5,0.813,1,0,2,benigno
10.224.175.72,8,2,1,2819.4,0.125,0,0,2,benigno
10.56.218.128,196,172,32,5.9,0.632,11,0,1,brute_force
10.52.98.75,8,1,1,2493.0,0.011,0,1,2,benigno
10.99.227.184,215,186,27,7.0,0.798,13,0,2,brute_force
10.47.30.30,6,1,3,4934.3,0.145,0,1,1,benigno
10.146.19.121,4,0,2,3182.0,0.208,0,1,1,benigno
10.35.3.170,9,1,1,6267.7,0.143,0,0,1,benigno
10.253.57.223,3,1,2,2771.5,0.096,0,0,1,benigno
10.16.171.10,189,186,33,1.2,0.511,12,1,1,brute_force
10.161.253.108,8,2,3,3478.0,0.04,0,0,1,benigno
10.107.157.172,7,0,1,6788.7,0.062,0,0,2,benigno
10.194.159.13,207,200,24,1.8,0.586,7,1,2,brute_force
10.150.199.65,7,1,2,2980.9,0.052,0,0,1,benigno
10.47.126.113,8,0,1,2002.1,0.035,0,0,1,benigno
10.213.94.184,10,1,1,3034.8,0.365,0,0,1,benigno
10.52.237.56,6,1,2,4759.3,0.312,0,1,1,benigno
10.66.24.176,12,1,1,2831.6,0.157,0,1,1,benigno
10.237.26.181,184,171,23,1.8,0.594,8,0,1,brute_force
10.131.199.36,8,1,1,4077.1,0.038,0,0,2,benigno
10.144.68.133,3,0,1,3798.3,0.015,0,0,1,benigno
10.46.63.65,13,11,4,2852.6,0.431,2,0,1,brute_force
10.67.86.12,19,1,2,2887.9,0.943,0,1,1,benigno
10.127.189.76,4,0,1,4375.4,0.127,0,0,1,benigno
10.220.31.250,8,0,1,3417.4,0.069,0,0,1,benigno
10.148.76.13,8,2,2,5473.5,0.01,0,0,1,benigno
10.12.151.55,8,2,1,7794.3,0.219,0,0,1,benigno
10.90.153.197,7,5,4,532.1,0.657,3,1,2,brute_force
10.0.1.119,6,1,1,4544.8,0.131,0,0,1,benigno
10.246.187.8,6,2,2,7674.7,0.171,1,0,1,benigno
10.227.88.211,5,0,1,2222.9,0.144,0,0,1,benigno
10.194.49.29,7,1,2,4220.7,0.412,0,0,1,benigno
10.149.4.9,4,1,1,4465.6,0.231,0,1,1,benigno
10.1.103.45,3,1,2,3237.4,0.085,0,0,1,benigno
10.164.98.129,6,1,3,1950.6,0.075,0,1,1,benigno
10.227.206.222,11,2,1,1855.0,0.125,0,1,2,benigno
10.186.169.119,7,1,1,3678.2,0.187,0,1,1,benigno
10.94.244.136,20,1,1,1831.0,0.843,0,1,1,benigno
10.33.190.237,217,201,28,2.4,0.668,13,0,1,brute_force
10.181.126.239,9,1,1,1869.4,0.065,0,0,1,benigno
10.168.54.150,6,0,2,3721.3,0.144,0,1,1,benigno
10.161.10.8,10,1,3,1017.5,0.095,0,0,1,benigno
10.167.222.49,10,1,1,2680.5,0.086,0,0,1,benigno
10.67.63.15,8,1,1,2948.4,0.333,0,0,1,benigno
10.177.135.117,9,1,1,3268.9,0.236,0,1,1,benigno
10.150.186.227,5,0,2,2638.3,0.014,0,0,2,benigno
10.127.173.75,10,0,2,7881.9,0.22,0,0,1,benigno
10.224.33.179,9,1,3,3661.3,0.091,0,1,1,benigno
10.89.196.218,5,0,2,1713.7,0.024,0,0,1,benigno
10.221.85.54,3,1,1,2071.7,0.461,0,0,1,benigno
10.116.37.228,13,11,10,487.8,0.253,2,0,2,brute_force
10.6.107.127,8,0,2,1630.3,0.166,0,0,1,benigno
10.142.240.87,225,193,28,3.0,0.63,15,0,2,brute_force
10.60.187.143,4,1,1,7497.1,0.255,0,1,1,benigno
10.23.164.243,13,1,2,1794.7,0.086,0,0,1,benigno
10.177.23.17,6,2,1,6389.7,0.117,0,0,1,benigno
10.103.222.184,11,10,7,1261.4,0.773,1,0,1,brute_force
10.106.90.147,10,0,1,2971.5,0.248,0,0,1,benigno
10.14.218.168,5,2,1,2272.4,0.156,0,0,2,benigno
10.104.71.216,5,0,1,2862.7,0.023,1,0,1,benigno
10.4.16.172,5,0,2,3865.5,0.143,0,0,1,benigno
10.201.213.96,8,1,2,1960.6,0.828,0,1,1,benigno
10.100.24.112,5,2,2,8148.3,0.016,0,0,2,benigno
10.139.178.191,11,1,1,2150.8,0.25,0,0,2,benigno
10.134.202.119,10,0,1,1531.0,0.545,0,0,1,benigno
10.206.83.96,8,1,1,3725.3,0.189,0,0,1,benigno
10.57.118.169,3,2,1,1706.8,0.203,0,1,1,benigno
10.202.48.35,5,2,2,4689.2,0.036,0,0,2,benigno
10.241.254.196,3,0,1,3616.2,0.103,0,1,1,benigno
10.215.41.8,7,1,2,1151.9,0.097,0,0,1,benigno
10.158.40.117,8,2,1,2652.7,0.037,0,1,1,benigno
10.21.138.155,10,1,1,3937.9,0.004,0,0,1,benigno
10.170.108.162,7,1,1,2593.2,0.097,0,0,1,benigno
10.113.247.80,7,0,1,3383.1,0.244,0,0,1,benigno
10.83.123.143,9,0,1,2611.0,0.014,0,1,2,benigno
10.66.8.118,6,2,1,2791.9,0.162,0,1,1,benigno
10.98.103.220,12,0,3,2205.3,0.122,0,0,2,benigno
10.45.221.234,8,1,1,758.4,0.018,0,1,1,benigno
10.152.116.137,2,1,1,3489.1,0.155,0,0,1,benigno
10.130.52.105,10,1,3,1484.1,0.319,0,0,1,benigno
10.60.119.161,210,196,25,1.7,0.509,10,0,1,brute_force
10.229.92.176,12,10,6,2413.7,0.28,2,0,1,brute_force
10.141.127.127,8,0,1,917.2,0.186,0,1,2,benigno
10.221.128.202,14,13,3,1754.8,0.576,1,0,1,brute_force
10.73.243.164,8,0,1,4152.3,0.077,0,0,1,benigno
10.235.221.136,6,2,2,2188.8,0.03,0,0,1,benigno
10.114.44.166,11,1,3,3002.5,0.197,0,1,1,benigno
10.12.93.4,6,0,2,7067.7,0.136,0,0,1,benigno
10.41.221.249,8,0,1,2984.6,0.192,0,1,1,benigno
10.238.248.252,8,2,3,2672.6,0.281,0,1,1,benigno
10.74.105.23,7,2,2,2456.4,0.103,0,0,1,benigno
10.187.32.38,4,0,1,3727.1,0.095,0,0,1,benigno
10.197.138.83,7,0,2,3819.7,0.245,0,0,1,benigno
10.162.168.106,6,2,2,3818.5,0.013,0,1,1,benigno
10.91.66.24,11,0,1,2966.8,0.268,0,0,1,benigno
10.40.44.137,8,0,1,2279.9,0.225,0,0,1,benigno
10.24.136.150,202,191,25,2.6,0.626,12,0,2,brute_force
10.205.18.175,6,1,2,1800.9,0.11,0,0,1,benigno
10.240.2.148,11,0,2,1475.9,0.334,0,0,1,benigno
10.222.180.47,6,0,3,825.1,0.448,0,0,1,benigno
10.173.248.109,192,174,24,2.9,0.756,13,0,1,brute_force
10.65.110.43,7,2,2,4818.4,0.189,0,0,2,benigno
10.86.139.119,10,3,3,3606.8,0.125,0,1,2,benigno
10.249.244.253,7,1,2,3600.5,0.242,0,1,1,benigno
10.128.222.1,9,0,3,3777.3,0.543,0,1,1,benigno
10.216.183.227,6,0,2,3223.7,0.267,0,0,1,benigno
10.148.105.204,6,1,1,11043.6,0.127,0,0,1,benigno
10.189.148.117,10,2,2,2168.5,0.125,0,1,1,benigno
10.244.56.55,12,1,1,1951.2,0.063,0,1,1,benigno
10.224.57.177,6,0,2,5239.9,0.007,1,0,1,benigno
10.95.209.108,4,1,3,2147.3,0.179,0,0,1,benigno
10.230.42.28,7,0,3,1116.8,0.133,0,0,2,benigno
10.104.54.217,6,1,2,6572.5,0.41,0,0,1,benigno
10.134.67.157,6,0,1,4143.7,0.197,0,0,2,benigno
10.175.128.14,7,0,3,1805.5,0.239,0,0,2,benigno
10.194.30.243,4,0,2,2603.9,0.004,0,1,1,benigno
10.31.72.152,7,0,2,1936.1,0.3,0,1,1,benigno
10.94.189.210,202,193,28,1.2,0.793,15,0,3,brute_force
10.63.99.186,7,0,3,5736.8,0.461,0,0,2,benigno
10.132.78.167,200,195,25,6.9,0.264,13,0,1,brute_force
10.155.100.247,6,0,1,2631.1,0.346,0,0,2,benigno
10.165.94.214,135,0,1,791.3,0.107,0,1,1,benigno
10.252.3.245,170,1,1,437.6,0.366,0,1,1,benigno
10.179.226.115,10,1,2,6737.8,0.153,0,1,1,benigno
10.218.127.242,2,0,2,7168.3,0.159,0,0,2,benigno
10.6.235.251,155,1,1,596.5,0.215,0,1,1,benigno
10.120.208.8,143,1,1,627.3,0.064,0,1,1,benigno
10.59.154.56,4,0,2,2460.0,0.468,0,0,1,benigno
10.166.100.33,8,0,3,3125.4,0.097,0,1,1,benigno
10.204.21.205,6,1,2,1349.8,0.065,0,0,1,benigno
10.178.87.29,147,1,1,438.0,0.426,0,0,1,benigno
10.43.14.163,7,1,2,9144.1,0.062,0,0,1,benigno
10.23.228.71,8,1,1,1490.7,0.139,0,1,1,benigno
10.113.75.141,198,175,29,1.9,0.455,12,0,1,brute_force
10.102.41.185,6,0,2,2395.5,0.125,0,0,1,benigno
10.161.106.28,6,0,1,2730.1,0.307,0,0,1,benigno
10.249.154.68,5,1,3,1010.3,0.024,0,0,1,benigno
10.26.237.234,4,1,1,5370.2,0.02,0,0,1,benigno
10.2.168.116,14,1,2,3710.3,0.032,0,1,2,benigno
10.95.15.205,10,2,2,3400.6,0.074,0,0,2,benigno
10.176.120.235,8,1,3,2685.6,0.025,0,0,1,benigno
10.88.172.63,7,2,1,5331.7,0.139,0,1,1,benigno
10.134.201.165,14,11,7,1684.3,0.302,2,0,2,brute_force
10.75.230.201,12,10,6,2849.6,0.301,0,0,2,brute_force
10.157.61.125,5,0,1,3020.0,0.142,0,0,1,benigno
10.7.72.91,10,2,2,2672.9,0.318,0,0,1,benigno
10.90.109.199,10,1,2,1670.8,0.009,0,0,1,benigno
10.242.176.229,14,0,1,4327.1,0.903,0,0,1,benigno
10.178.30.15,189,184,19,2.3,0.763,12,0,1,brute_force
10.183.238.191,11,0,1,3781.1,0.234,0,1,1,benigno
10.206.222.239,7,2,1,1729.6,0.293,0,0,1,benigno
10.248.89.146,7,0,1,5922.8,0.311,0,1,1,benigno
10.169.151.40,3,0,1,1702.8,0.007,0,0,1,benigno
10.118.174.82,8,0,2,2971.9,0.047,0,0,1,benigno
10.13.227.120,5,1,2,4020.9,0.18,0,0,2,benigno
10.233.118.167,8,1,1,1501.8,0.126,0,0,1,benigno
10.171.115.239,8,1,2,5879.2,0.196,0,0,1,benigno
10.81.56.160,7,0,1,2528.1,0.584,0,1,1,benigno
10.230.13.66,8,2,1,4919.1,0.179,0,0,1,benigno
10.237.89.128,8,0,1,4125.9,0.093,0,0,1,benigno
10.129.183.23,6,0,1,4444.4,0.035,0,0,1,benigno
10.56.138.181,180,166,19,3.4,0.672,17,0,2,brute_force
10.233.97.47,10,7,9,2195.7,0.65,1,0,1,brute_force
10.234.217.11,10,1,1,2616.3,0.208,0,1,1,benigno
10.215.14.162,28,0,1,2999.0,0.915,0,0,2,benigno
10.128.151.119,10,9,4,1049.0,0.337,1,0,1,brute_force
10.100.210.216,3,1,1,3505.3,0.061,0,1,2,benigno
10.137.123.16,7,2,2,1008.5,0.083,0,0,1,benigno
10.61.4.132,6,1,1,3287.5,0.521,0,0,1,benigno
10.90.167.163,9,1,1,3339.1,0.414,0,0,2,benigno
10.23.235.226,5,1,1,3094.0,0.174,0,0,2,benigno
10.174.203.3,4,0,3,4537.2,0.131,0,1,1,benigno
10.78.35.37,11,1,1,15724.6,0.765,0,1,2,benigno
10.30.126.104,11,1,2,1818.9,0.745,0,0,2,benigno
10.178.206.72,2,0,1,4796.9,0.018,0,0,2,benigno
10.155.253.165,4,1,3,1842.3,0.405,0,1,1,benigno
10.6.223.88,7,0,1,2903.6,0.16,0,0,1,benigno
10.93.139.135,5,1,1,6673.9,0.316,0,1,1,benigno
10.171.201.243,3,2,2,1808.5,0.042,0,0,2,benigno
10.147.198.60,10,0,1,2953.0,0.081,0,0,2,benigno
10.130.237.210,8,2,1,4542.5,0.016,0,0,1,benigno
10.193.49.72,204,177,24,5.4,0.326,10,0,1,brute_force
10.149.58.78,4,1,2,7298.1,0.099,0,0,2,benigno
10.25.108.233,15,1,1,424.2,0.833,0,0,1,benigno
10.201.18.151,205,189,33,2.0,0.642,10,0,2,brute_force
10.12.115.125,3,0,1,2100.4,0.371,0,0,1,benigno
10.159.155.142,9,1,3,2677.0,0.007,0,1,2,benigno
10.211.183.248,6,1,3,3679.0,0.287,0,0,1,benigno
10.166.57.121,196,171,27,2.6,0.642,9,0,3,brute_force
10.13.189.23,212,182,34,4.1,0.775,8,0,2,brute_force
10.19.204.108,7,0,2,5872.5,0.238,0,0,1,benigno
10.131.105.149,10,7,4,3096.3,0.358,1,0,1,brute_force
10.130.71.28,11,2,2,4803.1,0.924,0,0,1,benigno
10.213.14.31,9,1,2,2740.7,0.069,0,1,1,benigno
10.88.49.224,7,2,1,4895.8,0.162,1,0,1,benigno
10.125.148.33,204,193,25,0.3,0.293,12,0,1,brute_force
10.236.144.126,16,12,1,2472.5,0.155,0,0,1,benigno
10.237.211.191,5,1,3,2855.7,0.147,0,0,1,benigno
10.205.13.151,7,6,6,439.5,0.925,1,1,1,brute_force
10.148.133.185,7,1,1,1470.9,0.035,0,1,1,benigno
10.11.178.90,2,1,2,2395.6,0.065,0,0,1,benigno
10.56.113.52,11,1,1,7444.1,0.088,0,0,1,benigno
10.130.151.213,11,0,1,1300.0,0.31,0,0,1,benigno
10.197.216.102,207,199,28,2.2,0.786,11,0,1,brute_force
10.25.18.72,8,0,2,4528.5,0.165,0,0,1,benigno
10.115.137.184,11,2,2,2193.4,0.152,0,0,1,benigno
10.247.234.122,5,2,2,1560.7,0.032,0,0,1,benigno
10.206.124.129,8,1,1,5333.2,0.022,0,0,1,benigno
10.239.215.100,6,1,1,3155.0,0.126,0,0,1,benigno
10.2.79.88,5,0,1,4836.1,0.015,0,0,1,benigno
10.179.254.137,9,8,5,3755.2,0.647,2,0,1,brute_force
10.22.87.90,191,178,29,3.2,0.762,7,0,3,brute_force
10.96.174.23,5,1,1,5285.7,0.247,0,0,2,benigno
10.66.237.48,6,1,3,3729.3,0.195,0,1,2,benigno
10.147.197.208,9,2,3,4314.8,0.115,0,0,2,benigno
10.76.24.180,5,2,2,1888.2,0.096,0,0,1,benigno
10.30.138.131,10,7,5,2100.2,0.328,2,0,1,brute_force
10.35.197.17,9,0,1,4347.9,0.213,0,0,1,benigno
10.227.253.61,9,2,1,3782.5,0.408,0,0,1,benigno
10.123.181.207,137,0,1,970.4,0.095,0,1,1,benigno
10.80.65.220,136,1,1,651.3,0.337,0,1,1,benigno
10.83.59.7,4,0,1,4825.9,0.015,0,1,2,benigno
10.44.179.44,9,2,2,4155.1,0.267,0,1,2,benigno
10.88.111.248,142,2,1,632.0,0.168,0,1,2,benigno
10.127.213.47,197,168,24,1.5,0.473,6,0,1,brute_force
10.152.17.40,4,1,2,2127.0,0.121,0,0,1,benigno
10.81.39.132,7,1,2,3613.9,0.154,0,0,1,benigno
10.188.185.130,8,7,5,2439.5,0.532,1,0,2,brute_force
10.119.182.183,199,176,25,8.2,0.924,13,1,1,brute_force
10.236.249.181,168,158,25,5.2,0.747,18,0,1,brute_force
10.35.231.121,190,177,22,4.6,0.617,12,0,1,brute_force
10.50.143.103,12,0,2,2100.3,0.223,0,1,1,benigno
10.220.59.173,10,0,2,3859.6,0.098,0,0,1,benigno
10.228.81.218,10,1,2,2328.6,0.231,0,1,1,benigno
10.3.148.97,4,2,1,5619.3,0.199,0,0,1,benigno
10.86.29.127,160,0,1,672.0,0.165,0,0,1,benigno
10.160.186.214,7,2,1,1850.7,0.072,0,0,1,benigno
10.8.198.206,5,0,1,1788.1,0.082,0,1,1,benigno
10.21.239.110,4,0,3,2203.8,0.34,0,0,1,benigno
10.178.114.245,7,2,1,4294.5,0.184,0,1,2,benigno
10.193.23.235,6,1,1,2444.0,0.24,0,1,2,benigno
10.102.45.10,5,2,1,3314.4,0.139,0,0,1,benigno
10.107.216.230,14,1,3,2203.0,0.625,1,0,2,benigno
10.16.231.7,7,0,1,1486.5,0.093,0,0,1,benigno
10.204.6.183,6,0,1,1424.3,0.051,0,1,1,benigno
10.54.182.139,15,1,1,2335.7,0.898,0,1,1,benigno
10.24.215.21,4,0,2,1004.4,0.055,0,0,1,benigno
10.99.253.88,9,1,1,2583.9,0.091,0,1,1,benigno
10.202.170.203,6,0,2,3987.9,0.139,0,0,1,benigno
10.45.157.167,8,0,1,1967.8,0.046,0,0,2,benigno
10.185.192.180,11,1,2,3661.0,0.029,0,1,1,benigno
10.74.209.77,8,7,2,1965.3,0.083,1,0,1,benigno
10.212.177.251,4,0,1,4001.2,0.09,0,0,1,benigno
10.241.113.169,13,11,1,6112.8,0.125,0,0,1,benigno
10.137.9.151,6,1,2,2291.1,0.189,0,0,1,benigno
10.44.38.249,9,1,1,4593.4,0.083,0,0,1,benigno
10.210.162.208,9,2,1,8419.6,0.053,0,1,1,benigno
10.22.247.167,9,6,3,1107.5,0.691,0,1,1,brute_force
10.10.116.176,2,1,1,3676.0,0.432,0,0,1,benigno
10.208.119.249,7,1,2,2480.7,0.086,1,1,1,benigno
10.52.97.102,4,1,1,4702.8,0.103,0,1,1,benigno
10.28.133.90,181,171,27,1.2,0.686,17,0,3,brute_force
10.19.179.137,180,169,26,5.4,0.391,11,0,1,brute_force
10.96.180.139,5,0,2,2419.3,0.075,0,0,1,benigno
10.70.103.164,4,2,2,5113.5,0.003,0,0,1,benigno
10.107.51.243,5,1,2,4143.8,0.174,0,0,1,benigno
10.92.38.220,5,0,1,810.1,0.219,0,1,1,benigno
10.28.101.184,8,1,2,6370.1,0.084,0,1,2,benigno
10.167.28.207,6,0,2,4373.3,0.145,0,0,1,benigno
10.9.227.79,12,10,4,1227.9,0.156,1,0,1,brute_force
10.84.122.57,10,2,2,1259.4,0.105,0,0,1,benigno
10.109.103.182,10,0,2,833.8,0.268,0,0,1,benigno
10.0.124.212,8,1,2,2280.3,0.487,0,1,1,benigno
10.22.250.131,9,1,2,2646.6,0.068,0,0,1,benigno
10.55.253.241,13,11,1,3355.4,0.187,1,0,1,benigno
10.156.74.123,10,0,1,4489.5,0.1,0,0,2,benigno
10.152.208.164,198,192,32,5.4,0.507,17,0,1,brute_force
10.200.79.119,207,192,31,2.0,0.565,13,0,3,brute_force
